"links";"titulos";"abstrac"
"http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-95022015000200019&lang=pt";"Relación entre Puntaje de Prueba de Selección Universitaria y Nota Enseñanza Media, y el Rendimiento Académico de la Asignatura de Morfología en Alumnos de Primer Año de Odontología de la Universidad de Los Andes";"|                                                                                                                                                                                                                                                                                                                                                                     El estudio de predictores de rendimiento académico presenta gran relevancia en el área de la salud. El objetivo de este trabajo fue evaluar la relación entre el puntaje de Prueba de Selección Universitaria (PSU) y notas de enseñanza media (puntaje nota de enseñanza media) en la asignatura de Morfología en alumnos de primer año de odontología, en la Universidad de los Andes. Estudio descriptivo con 312 estudiantes admitidos en el primer año de la carrera de odontología de la Universidad de los Andes de Chile, de forma regular y que terminaron el año universitario sin deserción los años 2005 a 2008 y 2010. Las variables estudiadas fueron género, promedio puntaje de notas de enseñanza media, puntaje PSU, tipo de colegio de procedencia según sistema de financiamiento (municipal, particular subvencionado y particular) y nota final de la asignatura de morfología de los alumnos del primer año de estudio, en la carrera de odontología. De los 312 alumnos, la mediana de PSU, notas de enseñanza media y nota de morfología fueron 692,6, 702 y 4,4 respectivamente. Del total de la muestra, 221 alumnos (71%) correspondieron al sexo femenino. Del total de la muestra, 290 alumnos (93%) provenían de colegios particulares, 15 alumnos (5%) de colegios particulares subvencionados y 6 alumnos (2%) de colegios municipales. La relación entre puntaje nota de enseñanza media y nota de morfología muestra una correlación de 0,35 (Rho de Spearman, valor-p <0,0001), y puntaje de PSU con nota de Morfología una correlación de 0,39 (Rho de Spearman, valor-p <0,0001). Existe asociación entre nota morfología, puntaje de notas de enseñanza media y PSU, de tal manera, que los mejores puntajes de nota de enseñanza media y PSU, muestran mejor rendimiento en la asignatura de morfología.                                        The study of predictors of academic performance is of great importance in the area of health. The objective of this study was to assess the relationship between PSU (University selection admission scores) and Secondary Education (High school grade point average score) in the freshmen morphology course in dentistry, at the Universidad de los Andes. A descriptive study of 312 students admitted to the first year of dental school at the Universidad de los Andes in Chile, on a regular basis and who have completed the academic year without dropping out, the years 2005-2008 and 2010. The variables studied were sex, grade point average in high school, PSU score, type of school of origin as financing system (municipal, private subsidized and private) and final grade received in morphology for dentistry students during their freshmen year. Of the 312 students, the median PSU, high school grades and morphology were as follows: 692.6, grade 702, and 4.4 respectively. Of the total sample, 221 students (71%) were female. Of the total sample, 290 students (93%) had attended private schools, 15 students (5%) private subsidized schools and 6 students (2%) municipal schools. The relationship between scores and high school grade point average and grade attained in the morphology course, shows a correlation of 0.35 (Spearman rho, p-value <0.0001) and PSU score with the morphology course grade, a correlation of 0.39 (Spearman rho, p-value <0.0001). There is a relationship between morphology grade scores, high school grades and university selection test scores, indicating that the best high school grades and university selection scores show better student performance in the subject of morphology."
"http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0123-12942014000100002&lang=pt";"Deserción escolar en Chile: un estudio de caso en relación con factores intraescolares";"|                                                                                                                      |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     Las tasas de abandono escolar que se registran entre la población más pobre de Chile obligan a reponer el fenómeno de la deserción en la agenda de las políticas educativas, ya que de la solución de este problema depende que logre romperse el círculo de la exclusión a fin de poder garantizar un mejor futuro para los adolescentes y jóvenes de sectores vulnerables. El presente artículo tiene como objetivo central identificar los factores de carácter intraescolar que comparativamente tienen una mayor incidencia en el abandono escolar en el ciclo primario de niños y niñas pertenecientes a Cerro Navia, un sector de la ciudad de Santiago de Chile que se caracteriza por sus altos niveles de pobreza. La información cualitativa que sirve de base a este trabajo se obtuvo de entrevistas a dos muestras de 25 casos: una de menores desertores y otra compuesta de niños y niñas de idéntico perfil que permanecen en la escuela. Dicha información fue analizada siguiendo los principios de la Grounded Theory y se refiere a la percepción de los menores y de sus familias en torno a los factores intraescolares de deserción y de retención del alumnado en escuelas públicas de Cerro Navia. Los resultados obtenidos permiten establecer importantes diferencias en los itinerarios educativos de desertores y no desertores, lo que otorga algunas luces respecto de qué tipo de acciones podrían adoptar las propias escuelas en orden a prevenir la deserción temprana de sus estudiantes. Se recomienda reforzar la gobernanza del sistema educativo en relación con las políticas de prevención de la deserción escolar, favoreciendo una mejor articulación entre las distintas entidades sectoriales del Estado con responsabilidad en el desarrollo de programas y políticas atinentes a este ámbito.                                        The high dropout rates found among the poorest segment of the population in Chile call for rethinking the agenda on education policy to include the dropout problem once again, since the solution to this issue depends on breaking the cycle of exclusion. The objective of this article is to identify the intra-school factors that have a comparatively greater impact on the primary school dropout rate among children in Cerro Navia, a sector of the city of Santiago de Chile known for its high levels of poverty. Qualitative information was obtained from interviews with two samples of 25 cases: one comprised of children who are dropouts and another with children of the same profile who remained in school. The information was analyzed pursuant to the principles of the grounded theory and involves the perceptions of the children themselves and their families on the intra-school factors that influence desertion and retention among the members of the study body at public schools in Cerro Navia. The results of the study show important differences between the educational itineraries of dropouts and non-dropouts, providing some insight into what types of action schools should take to prevent students from dropping out.                                        As altas taxas de abandono escolar que se registram entre a população mais pobre do Chile obrigam a pôr novamente o fenômeno de deserção na agenda das políticas educativas, já que, da solução desse problema, depende que se consiga romper o círculo da exclusão. O presente artigo tem como objetivo central identificar os fatores de caráter intraescolar que comparativamente têm uma maior incidência no abandono escolar no ciclo primário de crianças pertencentes a Cerro Navia, um setor da cidade de Santiago do Chile que se caracteriza por seus altos níveis de pobreza. A informação qualitativa se obteve de entrevistas a duas amostras de 25 casos: uma de menores desertores e outra composta de crianças de idêntico perfil que permanecem na escola. A informação foi analisada seguindo os princípios da Grounded Theory e refere-se à percepção dos próprios menores, bem como de suas famílias em torno dos fatores intraescolares de deserção e de retenção do alunado em escolas públicas de Cerro Navia. Os resultados obtidos permitem estabelecer importantes diferenças nos itinerários educativos de desertores e não desertores, o que outorga algumas luzes a respeito de que tipo de ações as próprias escolar poderiam adotar para prevenir a deserção precoce de seus estudantes."
"http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-22362014000100008&lang=pt";"La Educación de Adultos en Chile: Experiencias y Expectativas de los Estudiantes de la Modalidad Regular";"|                                                                                                                      |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     Hoy nos vemos enfrentados al reto continuo de adaptarnos a las exigencias de un mundo en constante cambio. En este contexto, la educación adquiere una importancia fundamental, en especial los programas dirigidos a la población mayor de 18 años que no ha concluido sus estudios primarios y/o secundarios, ello considerando las consecuencias negativas que la escolaridad incompleta tiene sobre las personas adultas. En este contexto, el presente artículo tiene como objetivo central indagar -desde una perspectiva cualitativa- en las experiencias y expectativas de los estudiantes de la principal modalidad de educación de adultos existente en Chile, la modalidad regular. Los resultados muestran que las motivaciones para retomar los estudios escolares se asocian tanto a factores de carácter práctico como personales. Además, se destacan entre los factores de permanencia al interior de esta modalidad la buena convivencia, así como el apoyo brindado por las familias y los profesores.                                        Hoje enfrentamos o desafio continuo da adaptação às exigências de um mundo em constante mudança. Neste contexto, a educação adquire uma importância fundamental, em especial os programas dirigidos à população maior de 18 anos que não concluiu o ensino primário ou o secundário, isto considerando as consequências negativas que a escolaridade incompleta tem nas pessoas adultas. Neste contexto, o presente artigo tem por objetivo central indagar -de uma perspectiva qualitativa- nas experiências e expectativas dos estudantes da principal modalidade de educação de adultos que existe no Chile, a modalidade regular. Os resultados mostram que as motivações para retomar os estudos se associam tanto com fatores de caráter prático quanto com os pessoais. Além disso, destacam entre os fatores de permanência no interior desta modalidade a boa convivência, assim como o apoio outorgado pelas famílias e os professores.                                        Today we face the ongoing challenge of adapting to the demands of a changing world. In this context, education is fundamental, especially programs for the population over 18 years old who have not completed primary/secondary school, considering negative consequences that incomplete schooling has on adults. In this context, the main objective of this article is to investigate, from a qualitative perspective, the experiences and expectations of students in the main mode of adult education existing in Chile, the regular mode. The results show that the motivations to resume schooling are associated with both practical and personal factors. In addition, among the important factors to stay within this mode are conviviality as well as the support provided by families and teachers."
"http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-07052013000200017&lang=pt";"Más programas propedéuticos en Chile: El discurso de los estudiantes en la Universidad Católica Silva Henríquez";"|                                                                                                                      |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     Las dificultades de ingreso a la educación superior chilena afectan, especialmente, a los estudiantes que provienen de contextos vulnerables. Esta situación merece un análisis profundo, pues exiten en el sistema educativo jóvenes que se destacan por obtener altas calificaciones a lo largo de los estudios secundarios, sin embargo, producto de la segregación que existe en la educación chilena, es probable que los puntajes que obtengan en la Prueba de Selección Universitaria (PSU), no sean lo suficientemente altos para ingresar a la universidad. Para ellos, algunas instituciones han implementado los Programas propedéuticos. Pero, ¿cuál es su discurso con respecto a estos Programas? ¿Por qué obtienen buenos rendimientos? A través de un análisis estructural de discurso, se busca evidenciar las características que estos jóvenes presentan, las que, con los apoyos necesarios, podrían hacer de ellos verdaderos candidatos para culminar con éxito una carrera universitaria.                                        As dificuldades de ingresso na Educação Superior chilena afetam, especialmente, os estudantes oriundos de contextos vulneráveis. Esta situação merece uma análise profunda, pois há neste sistema educativo, jovens que se destacam por obter altas notas ao longo do Ensino Secundário, mas que, por causa da desigualdade existente na educação chilena, é provável que a pontuação obtida por eles na Prova de Seleção Universitária (PSU), não seja suficiente para o ingresso na universidade. Para estes jovens, algumas instituições têm implementado os Programas propedêuticos. Mas, qual é seu discurso em relação a estes programas? Por que obtêm bons resultados? Por meio da análise estrutural do discurso, evidenciam-se as características que os jovens têm. Características que, com o apoio necessário, poderiam torná-los candidatos capazes de completar com sucesso uma carreira universitária.                                        Difficulties when joining Chilean higher education affect, in particular, those students coming from vulnerability contexts within society. This situation deserves a deep analysis since, in the educational system, there are youngsters who have an outstanding performance and obtain high grades through their secondary education but whose scores in the Test of University Selection (PSU), due to the segregation existing in the Chilean education, would not be high enough to enter university. Some institutions have implemented Propaedeutic Programs directed to those students. Thus, some questions arise: What is their point of view towards these Programs? Why do they have good performances? Throughout a structural analysis of discourse, it is intended to show evidence of the characteristics that, with the necessary support, could make these students real candidates to end their university studies successfully."
"http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S1657-63572012000100004&lang=pt";"Políticas de educación superior en Chile desde la perspectiva de la equidad";"|                                                                                                                      |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     El artículo da cuenta de una investigación que analiza el impacto de las políticas públicas referidas a la equidad en el sistema de Educación Superior chileno en sus distintas dimensiones para el periodo 1990-2007. Durante ese lapso, dirigió el país una coalición de Gobierno que estableció entre sus metas el \"lograr una mejor calidad y una mayor equidad en la educación en todos sus niveles\". Para realizar la investigación se utilizó un modelo multidimensional de equidad que considera dos ejes: i) el de las dimensiones de equidad (para iguales: necesidades, capacidades y logros) y ii) el de los recursos (financieros, sociales y culturales) y los estadios educativos (acceso, permanencia, desempeño y resultados referidos a empleabilidad). Los resultados del estudio muestran que se incrementaron notablemente los recursos y creció la matrícula para todos los sectores. No obstante, no se logró la equidad en el acceso por nivel socioeconómico, se mantuvo una alta deserción, se exigieron estándares mínimos de calidad en todas las instituciones, pero se incrementaron las dificultades para encontrar empleo de los egresados. El documento concluye con algunas propuestas para superar la situación actual                                        This article analyses the impact of public policies on Higher Education in Chile between1990-2007 under a Government coalition, which pretends to achieve a better quality and more equity in the educational system. The model of equity used for the analysis considers two axes: i) dimensions of equity (for equal needs, capacities and achievements) and ii) resources (financing, social and cultural) and educational stages (access, academic survival, performance and outcomes). The results indicate that enrollment grew up drastically, but was not the same for students coming up from different socioeconomic levels, dropouts are still high, quality assurance was adequately implemented, but it's become more difficult for graduates get a job. The article ends with some suggestions to overcome the current difficulties                                        O artigo dá conta de uma pesquisa que analisa o impacto das políticas públicas referidas À equidade no sistema de Educação Superior chileno, em suas diferentes dimensões para o período 1990-2007. Durante esse período, o país dirigiu uma coalizão de Governo que estabeleceu entre suas metas \"conseguir uma melhor qualidade e uma maior equidade na educação em todos seus níveis\". Para realizar a investigação utilizou-se um modelo multidimensional de equidade que considera dois eixos: i) as dimensões de equidade (para iguais: necessidades, capacidades e logros) e ii) os recursos (financeiros, sociais e culturais) e as fases educativas (acesso, permanência, desempenho e resultados referidos a empleabilidad). Os resultados do estudo mostram um incremento notável dos recursos, com um crescimento da matrícula para todos os setores. Não obstante, não se conseguiu a equidade no acesso por nível socioeconómico e manteve-se uma alta deserção. Exigiram-se níveis mínimos de qualidade em todas as instituições, mas se incrementaram as dificuldades na procura de emprego por parte dos graduados. O artigo conclui com algumas propostas para superar a situação atual"
"http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-33052012000100013&lang=pt";"La educación superior en Chile y el rol del mercado: ¿culpable o inocente?";"|                                                                                                                      |                                                                                                                                                                                                                                                                                                                                                                         El siguiente artículo analiza las deficiencias del actual sistema de educación superior chileno y la crisis en la que se encuentra, señalando que el éxito de éste no puede medirse por los resultados económicos que puede generar, sino por la permanente labor interna de sus actores y su aporte a la sociedad. Primeramente, se analiza el sistema de licenciamiento de las instituciones privadas y los estándares de calidad poco exigentes que no han asegurado la excelencia y han permitido que algunas operen con evidentes fines de lucro. Posteriormente, se analiza el funcionamiento del sistema de financiamiento, sus paradojas y la falta de regulación. Finalmente, se plantean ineludibles cuestionamientos acerca de la libertad para elegir dónde estudiar, la generación de bienes valiosos para la sociedad y la suficiencia de los niveles de cobertura, calidad y equidad del modelo de educación superior. Con lo anterior, se concluye que el sistema presenta una cobertura creciente pero no muestra la problemática que surge en su interior, con altos niveles de deserción, duración excesiva de los estudios, falta de equidad en el acceso y la pérdida de credibilidad en la calidad institucional. Pero es imposible pensar que el mercado, por sí solo, sea el responsable de dar solución a las reflexiones planteadas sobre condición socioeconómica del estudiante, estandarización de los costos de la educación, movilidad de recursos en el sistema, costo de traslado del usuario y asimetría de la información al momento de tomar decisiones sobre educación superior.                                        The following article analyzes the deficiencies of the current Chilean system of higher education and the crisis that it is, indicating that the success of this one can not measure up for the economic results that this one can generate, but by the permanent internal labor of his actors and his contribution to society. Firstly, it is analyzed the discharge of private institution along with the slightly demanding standards of quality of those have not assured the excellence and have allowed that someone operates with evident profit making. Subsequently, the financing system running, his paradoxes and the lack of regulation are analyzed. Finally, this raises unavoidable questions about the liberty of choosing where to study, the generation of valuable goods to society and the insufficiency of coverage levels, quality and equity of the higher education model. With the previous thing, it can conclude that the system shows an increasing coverage but does not show the situation that arises inside, with high levels of desertion, excessive duration of the studies, lack of equity in the access and the loss of credibility in the institutional quality. But it is impossible to think that the market by his own, is the responsible entity of give solution to the presented reflections about socioeconomic condition of the students, standardization of the costs of the education, of resources mobility in the system, cost of transfer of the user and asymmetry of the information at once to take decisions related with higher education."
"http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1405-66662012000100002&lang=pt";"Retos impuestos por la globalización a los sistemas educativos latinoamericanos";"|                                                                                                                      |                                                                                                                                                             In spite of the recognized benefits of globalization in the educational setting, we cannot ignore the problems it has generated in Latin America: not only because of inequalities in the quality of education, but also because of the use of criteria related to the economy, production and effectiveness in an attempt to evaluate educational processes. Various specialists seem to agree that the major challenges faced by the region's educational systems include ensuring equality, universalizing basic education, decreasing dropout rates and grade repetition, incorporating new information technologies, strengthening links with employment markets, strengthening the community, and reconciling local identities and globalization. This article will address some of the effects of globalization on educational changes, especially the challenges faced by Latin American nations in the twenty-first century.                                        Sin desconocer los beneficios de la globalización en el ámbito educativo, tampoco se pueden obviar los problemas que ha generado en América Latina, no sólo por las desigualdades en términos de calidad de la educación, sino también por los criterios economicistas, productivistas y de eficacia con que se han pretendido evaluar todos los procesos educativos. Distintos especialistas parecen concordar que entre los grandes retos y desafíos que enfrentan los sistemas educativos de la región están: equidad, universalización del ciclo básico de enseñanza, disminución de las tasas de repitencia y deserción escolar, incorporación de nuevas tecnologías de la información, fortalecimiento de los vínculos con los mercados laborales, fortalecimiento de la ciudadanía, conciliación entre identidad local y globalización, entre otros. En este trabajo abordamos algunos efectos de la globalización en los cambios educativos, especialmente los desafíos que enfrentan los países latinoamericanos en el siglo XXI."
"http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S1315-95182010000400005&lang=pt";"Adaptación del modelo de deserción universitaria de Tinto a la Universidad Católica de la Santísima Concepción, Chile";"|                                                                                                                      |                                                                                                                                                             This work adapted Vincent Tinto’s model in order to analyze student dropouts in Civil Engineering at the Universidad Católica de la Santísima Concepción, Chile (Catholic University of the Most Holy Conception, Chile). The goal of this study was to identify factors that affect student permanence in the chosen major, considering student characteristics, commitment to the institution and academic performance at the university. The methodology used was historical event analysis, modeled via a binary logistic regression, creating a model that predicts correctly in 90.3% of the cases. The variables that best explain drop-outs are family income and student academic performance; however, in the light of the results of this study, a need exists to rethink the relationship between admittance and dropping out. Conclusions are that Tinto’s model and its adaptation to Chilean reality are a valid conceptual scheme for examining the student dropout phenomena.                                        En esta investigación se adaptó el modelo de Vincent Tinto para analizar la deserción de los alumnos de Ingeniería Civil en la Universidad Católica de la Santísima Concepción, Chile. El objetivo de este estudio es identificar qué factores afectan la permanencia de los estudiantes en la carrera escogida, considerando características propias de los alumnos, el compromiso con la institución y el rendimiento académico al interior de la universidad. La metodología utilizada es el análisis de eventos históricos y se modela a través de una regresión logística binaria, construyendo un modelo que predice correctamente el 90,3% de los casos. Las variables que mejor explican la deserción son los ingresos familiares y el rendimiento académico de los alumnos; sin embargo, se plantea la necesidad de repensar la relación entre ingresos y deserción a la luz de los resultados de este estudio. Se concluye que el modelo de Tinto y su adaptación a la realidad chilena son un esquema conceptual válido para examinar el fenómeno de la deserción universitaria."
"http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S1315-95182009000300004&lang=pt";"Tendencias en la segregación residencial en Chile*";"|                                                                                                                                                         Analyses on residential segregation in Chile are acquiring a growing importance, given that its social effects are ever more evident. In order to identify the trends that this process follows, a review is made of a national –level investigation that could be a contribution to advancing this topic. Results indicate that residential segregation is diminishing; the main mechanisms operating in this process are: operation of the land market, housing policies and migratory movements to the inner city. As an effect, residential segregation has generated an increase of social problems such as alcoholism, delinquency, young, pregnant single women and school desertion. Also, a predominance of quantitative studies was noted and a significant heterogeneity in the use of indicators, as well as scarce analysis on the perception and self-perception of the inhabitants of segregated neighborhoods.                                        Los análisis sobre segregación residencial en Chile, están adquiriendo una importancia creciente, dado que sus efectos sociales son cada vez más evidentes. A objeto de identificar las tendencias que sigue este proceso, se hace una revisión de la investigación a nivel nacional y que permita ser un aporte para el avance en este tema. Los resultados indican que la segregación residencial está disminuyendo, los principales mecanismo que operan en este proceso son: el funcionamiento del mercado del suelo, políticas públicas y los movimientos migratorios al interior de la ciudad. Como efecto, la segregación ha generado un aumento de los problemas sociales como el alcoholismo, delincuencia, jóvenes solteras embarazadas y deserción escolar. También se observa una predominancia de estudios cuantitativos y una significativa heterogeneidad en el uso de indicadores, como un escaso análisis sobre la percepción y autopercepción de los habitantes de barrios segregados."
"http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-07052009000100002&lang=pt";"ESTRATEGIAS DE APRENDIZAJE Y AUTOESTIMA: SU RELACION CON LA PERMANENCIA Y DESERCION UNIVERSITARIA";"|                                                                                                                      |                                                                                                                                                                                                                                                                                                                                                                         Este estudio tiene como objetivo describir las estrategias de aprendizaje y autoestima de los alumnos que ingresan a la Universidad Santo Tomás, sede Talca 2007, y determinar la relación existente entre ellas y el rendimiento académico. Para recolectar la información se utilizaron el Inventario de Estrategias de Aprendizaje de R. Schmeck (adaptado en Chile por Truffello y Pérez 1988) y el Inventario de Autoestima de Coopersmith forma A (adaptado en Chile por Brinkmann, Segure y Solar 1989). Los resultados indican que los estudiantes universitarios que utilizan estrategias de aprendizaje más complejas presentan significativamente mejor rendimiento académico que los estudiantes que utilizan estrategias más simples, y además se caracterizan por presentar mayores niveles de autoestima general, de autoestima académica y autoestima familiar.                                        This study describes the learning strategies and self-esteem of students from Santo Tomás University, campus Talca starting studies in 2007, and shows the relationship betweeen them and the academic results of these students. In order to recolect data it was used the Learning Strategies Inventory (R. Schmeck, adapted in Chile by Truffello & Pérez 1988) and Coopersmith's Self-esteem Inventory Form A (adapted in Chile by Brinkmann, Segure & Solar 1989). The results shows that students who use complex learning strategies have better academic results than those students who use simple strategies, thus the first group shows higher levels of general self-esteem, academic self-esteem, and familiar self-esteem."
"http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-07052007000100001&lang=pt";"ANÁLISIS DE LOS MODELOS EXPLICATIVOS DE RETENCIÓN DE ESTUDIANTES EN LA UNIVERSIDAD: UNA VISIÓN DESDE LA DESIGUALDAD SOCIAL";"|                                                                                                                      |                                                                                                                                                                                                                                                                                                                                                                         El artículo analiza la evolución de los estudios desde la temática de la deserción a la retención de estudiantes en las universidades, contextualizando este fenómeno en el caso chileno, donde los estudios sobre resultados educativos han dado cuenta de un problema de significación asociado a la pobreza. Se inserta esta discusión en la temática de la exclusión social y educativa que genera el sistema educativo, incluyendo el nivel superior, y debate las principales orientaciones sobre esta materia desde la perspectiva teórica señalada                                        The article analyzes the evolution of the studies from the thematic of desertion of students in the universities in Chile. The studies on educative results have given to account of a meaning problem associate to poverty. This discussion is in the thematic wich social and educational exclusion is inserted, including the superior level. It debates the main directions on this matter from the indicated theoretical perspective"
"http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-22282005000200006&lang=pt";"Estudio Exploratorio Sobre la Visión de Salud de un Grupo de Adolescentes Hombres Desertores del Sistema Escolar de la Comuna de Santiago, Chile: Sus Necesidades, Aspiraciones, Prioridades y Propuestas";"|                                                                                                                                                                                                                                                                                                                                                                     El artículo da luces sobre los desafíos que plantea abordar a los adolescentes hombres desertores del sistema escolar desde la salud, considerando que éstos por décadas han quedado desplazados como foco de atención. Resulta relevante poder comprender sus propias dinámicas para desarrollar estrategias efectivas de promoción y prevención. Se utilizó un diseño descriptivo-analítico relacional, haciendo uso de metodología cualitativa, con una muestra intencionada de 41 adolescentes hombres. Se usó la entrevista semi-estructurada con áreas temáticas focalizadas y el modelo de la Grounded Theory para la recolección y análisis de la información. Los resultados ayudan a comprender la visión de salud de un grupo de adolescentes hombres, construyendo un modelo comprensivo general sustentado en su vivencia de la salud escindida.                                        The article provides some insights regarding the challenges involved in approaching male adolescents who have dropped out of school, from the perspective of health, considering that for decades they have been ignored as a focus of attention. It is relevant to understand their own dynamics in order to develop effective promotion and prevention strategies. A relational descriptive-analytical design was chosen, using a qualitative approach, with an intentional sample of 41 male adolescents. A semistructured interview with focused thematic areas was designed and the Grounded Theory model was used to gather and analyze the data. The results contribute to an understanding of the way a group of male adolescents view health, constructing a comprehensive general model based on their split health experience."
"http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-68212004012300001&lang=pt";"Deserción Escolar y Trabajo Juvenil: ¿Dos Caras de Una Misma Decisión?";"|                                                                                                                      |                                                                                                                                                             En Chile, prácticamente no hay deserción en educación básica; sin embargo, en secundaria la tasa de deserción es de un 10%. Este artículo estudia los determinantes de dicha tasa de deserción. Para ello presenta un modelo microeconométrico de elección bivariada que permite estudiar conjuntamente dos decisiones diferentes, pero relacionadas: la de deserción escolar y la de participar en la fuerza laboral. Estas decisiones pueden considerarse relacionadas ya que muchos de los que desertan lo hacen para trabajar, pero son diferentes, puesto que no todos los jóvenes que desertan van al mercado laboral, algunos permanecen en sus hogares, o trabajan en la familia y no son remunerados. El estudio encuentra que la educación de los padres tiene impacto significativo en ambas decisiones y lo mismo sucede con las variables de caracterización demográfica de los hogares. Finalmente, se obtiene un efecto del ingreso en la decisión de desertar que si bien es estadísticamente significativo, es cuantitativamente pequeño, lo que cuestiona la efectividad de algunas de las políticas públicas utilizadas para resolver el problema de la deserción"
"http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0034-98872004000100010&lang=pt";"Embarazo en la adolescencia y su relación con la deserción escolar";"|                                                                                                                                                                                                                                                                                                                                                                                                                 In Chile, the prevalence of teenage pregnancy is 17%. Aim: To assess relationship between adolescent pregnancy and school desertion. Patients and methods: At the Hospital Guillermo Grant Benavente's Departament of Obstetrics and Gynecology, in Concepción, Chile, 2001 a comparative, cross sectional and correlational study was conducted. The study group were pregnant adolescents who deserted from school system, divided in two subgroups: 86 adolescents who deserted before pregnancy and 130 who deserted during pregnancy. Results: Twenty percent of teenagers that deserted from school before pregnancy belonged to a sublevel of poverty, compared with 5% of those who deserted during pregnancy. Flunk was frequent in both but higher in girls that deserted before pregnancy (46.5 and 36.9% respectively, (p <0.001). Economic problems were the main cause of desertion before pregnancy (27.6%). Shame (41.6%) and obstetric complications (31.7%) were the main reasons for deserting during pregnancy. Seventy percent of adolescents who deserted before pregnancy had no educational, working or recreational activities. The parental educational level of both groups was low. Conclusions: There is a relationship between teenage pregnancy and school desertion. Adolescents who deserted from school before pregnancy are more vulnerable (Rev Méd Chile 2004; 132: 65-70)."
"http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0123-417X2018000300242&lang=pt";"DIFERENCIAS EN ANSIEDAD ESCOLAR EN FUNCIÓN DEL SEXO Y EL CURSO ACADEMICO EN UNA MUESTRA DE ESTUDIANTES CHILENOS DE EDUCACIÓN BÁSICA";"|                                                                                                                      |                                                                                                                                                                                                                                                                                                                                                                         Resumen La literatura informa que la prevalencia de la ansiedad en edad infantil ha aumentado exponencialmente durante las últimas décadas, lo que ha generado la necesidad de monitorear de forma permanente los estados emocionales, principalmente en niños, y así evitar las dificultades de esta problemática. El objetivo fue establecer diferencias en ansiedad escolar en función del sexo y el curso académico en estudiantes chilenos de educación básica. Para esto se contó con 3212 alumnos de 30 colegios de Ñuble, en Chile, 1639 niñas y 1573 niños, en edades entre los ocho y los 15 años (M = 10,05, DT = 1,01). La ansiedad escolar se evaluó con el Inventario de ansiedad escolar para educación primaria, el cual evalúa tres sistemas de respuesta (cognitiva, conductual y psicofisiológica), y cuatro factores situacionales (ansiedad ante el castigo escolar, ansiedad ante la victimización, ansiedad ante la evaluación social y ansiedad ante la evaluación y el fracaso escolar). Los resultados indican que las niñas presentan niveles de ansiedad significativamente mayores que los niños, aunque de pequeña magnitud. Con respecto al curso académico, se observan diferencias estadísticamente significativas entre 4° y 5°, entre 4° y 6° y entre 5° y 6° año. Estos resultados corroboran los obtenidos en investigaciones previas y alertan sobre su permanencia en el tiempo.                                        Abstract The literature reports that the prevalence of anxiety in childhood has increased exponentially during the last decades, generating with it the need to permanently monitor emotional states mainly in children and thus avoid the difficulties of this problem. The objective was to establish differences in school anxiety according to gender and academic course in Chilean students of basic education. The sample consisted of 3212 students from 30 schools in Ñuble, in Chile, 1639 girls and 1573 children and ages between 8 and 15 years (M = 10,05, DT = 1,01), school anxiety was evaluated with the School Anxiety Inventory for children of Elementary Education, which evaluates three response systems (cognitive, behavioral and psychophysiological), and four situational factors (anxiety about social assessment, anxiety about evaluation and school failure, school punishment and anxiety about victimization). The results indicate that girls have significantly higher anxiety levels than boys, although of small magnitude. Regarding the academic year, there are statistically significant differences between 4th and 5th, between 4th and 6th and between 5th and 6th year. These results corroborate those obtained in previous research and alert about the permanence of them over time."
